country,purchase_channel,brand,category,subcategory,color,material,base_price,discount_pct,final_price,gender,age,height_cm,weight_kg,bmi,body_shape,chest_bust_cm,waist_cm,hip_cm,purchase_year,purchase_month,purchase_day,purchase_hour,day_of_week,is_weekend,season,days_since_last_purchase,chest_waist_ratio,waist_hip_ratio,chest_hip_ratio,height_weight_ratio,body_surface_area,bmi_category,is_proportional,discount_amount,is_discounted,is_high_value,user_purchase_count,user_total_purchases,user_return_rate,user_avg_price,user_price_std,price_vs_user_avg,prev_purchased_size,prev_fit_feedback,prev_category,prev_brand,user_experience_level,brand_return_rate,brand_avg_price,category_return_rate,category_avg_price,subcategory_avg_price,brand_category_purchases,is_favorite_brand,size_numeric,user_usual_size,is_usual_size,gender_body_type,gender_category,age_group,height_category,weight_category,size_delta_height_cm,size_delta_chest_bust_cm,size_delta_waist_cm,size_delta_hip_cm
India,Web,Under Armour,Outerwear,Cardigan,Blue,Rayon,5272.75,10,4745.475,Female,34,163.0,45.6,17.16285897098122,Athletic,79.6,63.6,85.5,2024,3,7,2,3,0,2,0.0,1.251572327044025,0.743859649122807,0.9309941520467836,3.574561403508772,1.4630608695067884,Underweight,1,527.2749999999996,1,1,2,2,1.0,4745.475,0.0,0.0,S,Slightly Loose,Outerwear,Under Armour,Beginner,0.7032374100719424,2776.533413669065,0.6914893617021277,4119.835555673759,4149.657768707483,2,0,2,S,1,F_Athletic,Female_Outerwear,Adult,Average,Light,-6.0,-15.800000000000011,-13.084375000000001,-9.309375000000003
India,App,Gap,Ethnicwear,Kurta,Maroon,Leather,7977.16,35,5185.154,Male,31,178.0,93.6,29.54172452973109,Athletic,107.0,86.9,100.4,2024,8,23,0,4,0,3,0.0,1.2313003452243958,0.8655378486055777,1.0657370517928286,1.9017094017094016,2.116961993432229,Overweight,1,2792.0059999999994,1,1,2,2,1.0,5185.154,0.0,0.0,XXL,Too Large,Ethnicwear,Gap,Beginner,0.7395659432387313,2498.905944908181,0.7192982456140351,3781.1896993620417,3747.954526162791,2,0,6,XXL,1,M_Athletic,Male_Ethnicwear,Adult,Tall,Very Heavy,12.865217391304355,13.269565217391303,12.334782608695662,5.067391304347822
India,Web,Mango,Dresses,Fit & Flare,Purple,Linen,4346.78,30,3042.746,Male,25,170.8,85.7,29.376840765868288,Hourglass,102.8,83.5,96.4,2024,4,12,6,4,0,2,365.0,1.231137724550898,0.8661825726141078,1.066390041493776,1.9929988331388568,1.978959362168586,Overweight,1,1304.034,1,0,1,1,1.0,3042.746,0.0,0.0,No History,No History,No History,No History,New,0.7133105802047781,2897.3237721843007,0.6848013816925734,2658.4379775474954,2703.526369942196,1,0,2,S,1,Other,Male_Dresses,Young,Tall,Heavy,3.661274193548394,8.353209677419358,7.8951612903225765,1.6532258064516157
India,App,FabIndia,Tops,Henley,Maroon,Silk,862.02,10,775.818,Male,35,178.2,72.7,22.89385940714037,Plus,99.1,81.0,95.2,2023,11,6,7,0,0,4,365.0,1.2234567901234568,0.8508403361344538,1.0409663865546217,2.451169188445667,1.9029462896003952,Normal,1,86.202,1,0,1,1,0.0,775.818,0.0,0.0,No History,No History,No History,No History,New,0.7055555555555556,2134.0007064814813,0.6960877862595419,1051.7262104007634,1013.4002015503876,1,0,3,M,1,Other,Male_Tops,Adult,Tall,Average,13.933333333333309,4.598469696969701,5.640909090909091,0.1227272727272748
India,Store,Calvin Klein,Footwear,Loafers,Green,Cotton,5665.69,30,3965.9829999999993,Female,19,156.5,48.0,19.598036113464467,Apple,79.6,63.3,85.0,2025,4,16,1,2,0,2,365.0,1.2575039494470774,0.7447058823529411,0.936470588235294,3.2604166666666665,1.4518332800228355,Normal,1,1699.7070000000003,1,1,1,1,1.0,3965.9829999999993,0.0,0.0,No History,No History,No History,No History,New,0.7116357504215851,3198.191892074199,0.6825726141078838,4824.713633125864,5332.064838912133,1,0,-1,Other,1,Other,Female_Footwear,Teen,Short,Light,-10.878808510638294,-14.108510638297886,-11.925531914893611,-8.872340425531917
USA,App,Levi's,Tops,Blouse,Brown,Silk,1501.19,25,1125.8925,Female,28,152.8,69.0,29.55305501493928,Rectangle,91.6,71.7,94.6,2024,4,18,6,3,0,2,365.0,1.2775453277545326,0.7579281183932347,0.9682875264270612,2.2144927536231886,1.6648174488690866,Overweight,1,375.2975000000001,1,0,1,6,1.0,1125.8925,0.0,0.0,No History,No History,No History,No History,New,0.7116666666666667,2290.782280833333,0.6960877862595419,1051.7262104007634,1073.7931689373297,1,0,4,L,1,Other,Female_Tops,Young,Short,Average,-14.481318681318669,-2.471428571428575,-3.8428571428571416,0.6934065934065927
India,Store,Tommy Hilfiger,Accessories,Cap,Maroon,Wool,3231.11,10,2907.9990000000003,Female,17,156.1,54.0,22.16092855932214,Pear,83.0,65.7,87.6,2025,6,9,23,0,0,3,0.0,1.2633181126331812,0.7500000000000001,0.947488584474886,2.890740740740741,1.5235291788343033,Normal,1,323.1109999999999,1,0,2,4,1.0,2907.9990000000003,0.0,0.0,M,Too Large,Accessories,Tommy Hilfiger,Beginner,0.7051282051282052,3057.712463369963,0.7011739594450374,1425.4319487726789,1493.3084629629632,2,0,3,M,1,Other,Female_Accessories,Teen,Short,Light,-10.044444444444423,-8.890740740740725,-8.029629629629625,-5.412962962962965
India,App,U.S. Polo Assn.,Activewear,Sports Bra,Brown,Denim,2420.27,10,2178.243,Female,22,157.0,77.6,31.48200738366668,Pear,96.5,75.4,99.3,2024,1,24,2,2,0,1,365.0,1.279840848806366,0.7593152064451159,0.971802618328298,2.02319587628866,1.7847804624626509,Obese,1,242.02700000000004,1,0,1,1,1.0,2178.243,0.0,0.0,No History,No History,No History,No History,New,0.7243697478991596,2268.3449899159664,0.7184846505551927,1831.609422273024,1783.965807017544,1,0,3,M,1,Other,Female_Activewear,Young,Short,Heavy,-15.419458333333353,2.8972222222222257,0.3305555555555628,4.018055555555549
UAE,Web,Uniqlo,Outerwear,Hoodie,White,Polyester,6697.0,60,2678.8,Female,19,158.6,46.3,18.406644520385655,Apple,79.0,63.0,85.0,2025,5,21,19,2,0,2,365.0,1.253968253968254,0.7411764705882353,0.9294117647058824,3.42548596112311,1.4436371599924018,Underweight,1,4018.2,1,0,1,1,0.0,2678.8,0.0,0.0,No History,No History,No History,No History,New,0.6401446654611211,2511.5163444846294,0.6914893617021277,4119.835555673759,4156.847241935484,1,0,1,XS,1,Other,Female_Outerwear,Teen,Short,Light,-10.11076923076925,-15.595399999999998,-13.04923076923076,-9.310769230769225
India,App,Van Heusen,Footwear,Boots,Black,Leather,3558.91,25,2669.1825,Male,34,165.1,65.6,24.066320321989757,Hourglass,93.3,76.2,89.2,2023,11,5,4,6,1,4,0.0,1.2244094488188977,0.8542600896860987,1.045964125560538,2.516768292682927,1.7235230006800546,Normal,1,889.7275,1,0,2,3,1.0,2669.1825,0.0,0.0,6,Too Small,Footwear,Van Heusen,Beginner,0.660245183887916,2193.4145166374783,0.6825726141078838,4824.713633125864,4666.264557312253,2,0,-1,Other,1,Other,Male_Footwear,Adult,Average,Average,0.20930232558137618,0.6465116279069747,2.0232558139534973,-4.134883720930233
India,Web,Levi's,Bottoms,Shorts,Navy,Leather,2764.43,20,2211.544,Unisex,39,167.6,73.8,26.27291938414568,Plus,94.8,74.7,99.0,2023,12,24,1,6,1,1,0.0,1.2690763052208835,0.7545454545454545,0.9575757575757576,2.2710027100271004,1.8318459041982085,Overweight,1,552.886,1,0,2,4,1.0,2211.544,0.0,0.0,M,Slightly Loose,Bottoms,Levi's,Beginner,0.7116666666666667,2290.782280833333,0.7043357933579336,1711.5967151752768,1700.053324808184,2,0,3,M,1,Other,Unisex_Bottoms,Adult,Average,Average,-2.8389894736842223,-0.7663473684210516,-1.7063157894736918,2.3621052631578863
India,App,Forever 21,Activewear,Sports Bra,Beige,Leather,2957.29,50,1478.645,Male,32,180.0,78.9,24.35185185185185,Apple,101.8,83.1,97.3,2023,11,12,19,6,1,4,365.0,1.2250300842358604,0.8540596094552929,1.0462487153134634,2.281368821292776,1.9847079815548077,Normal,1,1478.645,1,0,1,1,0.0,1478.645,0.0,0.0,No History,No History,No History,No History,New,0.6994328922495274,2390.885741965973,0.7184846505551927,1831.609422273024,1783.965807017544,1,0,3,M,1,Other,Male_Activewear,Adult,Tall,Heavy,13.671698113207555,7.888603773584904,8.047169811320742,2.5188679245283083
India,App,U.S. Polo Assn.,Ethnicwear,Anarkali,Purple,Silk,4439.35,10,3995.415,Female,19,155.1,63.7,26.479869271753717,Pear,88.5,69.6,92.2,2025,7,18,0,4,0,3,365.0,1.271551724137931,0.7548806941431669,0.959869848156182,2.434850863422292,1.6267437087237906,Overweight,1,443.935,1,1,1,2,1.0,3995.415,0.0,0.0,No History,No History,No History,No History,New,0.7243697478991596,2268.3449899159664,0.7192982456140351,3781.1896993620417,3895.1056884057966,1,0,2,S,1,Other,Female_Ethnicwear,Teen,Short,Average,-10.233333333333348,-3.3515151515151445,-3.960606060606068,-0.7545454545454504
India,Web,Mango,Outerwear,Jacket,Yellow,Leather,5821.97,40,3493.182,Female,27,152.1,62.6,27.05925934571057,Apple,87.7,68.9,91.2,2024,8,25,20,6,1,3,365.0,1.2728592162554426,0.7554824561403509,0.961622807017544,2.429712460063897,1.5920404409082942,Overweight,1,2328.788,1,1,1,1,1.0,3493.182,0.0,0.0,No History,No History,No History,No History,New,0.7133105802047781,2897.3237721843007,0.6914893617021277,4119.835555673759,4004.5763104166663,1,0,1,XS,1,Other,Female_Outerwear,Young,Short,Average,-13.440983606557381,-4.7065573770491795,-4.754098360655732,-3.1032786885245827
USA,Store,Adidas,Ethnicwear,Saree,Red,Blends,3284.57,50,1642.285,Male,20,164.3,100.0,36.83257543741699,Inverted Triangle,108.4,87.5,99.1,2025,2,26,1,2,0,1,0.0,1.2388571428571429,0.8829465186680122,1.0938446014127146,1.643,2.054487754965244,Obese,1,1642.285,1,0,3,4,1.0,1642.285,0.0,0.0,XXL,Too Large,Ethnicwear,Adidas,Beginner,0.7126050420168067,2914.161882352941,0.7192982456140351,3781.1896993620417,3634.027269230769,3,1,6,XXL,1,Other,Male_Ethnicwear,Teen,Average,Very Heavy,-4.2787049180327585,12.43934426229508,10.709836065573768,2.9852459016393453
India,App,Biba,Outerwear,Coat,Green,Cotton,6814.25,30,4769.974999999999,Female,21,175.3,59.9,19.49229566200424,Inverted Triangle,89.4,71.1,95.2,2023,9,14,5,3,0,4,0.0,1.257383966244726,0.7468487394957982,0.9390756302521008,2.926544240400668,1.7318673004584353,Normal,1,2044.2750000000003,1,1,3,3,1.0,4769.974999999999,0.0,0.0,L,Too Large,Outerwear,Biba,Beginner,0.6886326194398682,2368.830215815486,0.6914893617021277,4119.835555673759,4079.7892577777775,3,1,4,L,1,Other,Female_Outerwear,Young,Tall,Light,11.782857142857154,-4.2257142857142895,-3.4442857142857264,0.4300000000000068
Australia,Marketplace,Biba,Bottoms,Chinos,White,Synthetic,2260.33,20,1808.264,Female,38,174.3,77.1,25.378129187514745,Rectangle,97.1,76.6,101.7,2024,12,22,20,6,1,1,365.0,1.2676240208877283,0.7531956735496558,0.9547689282202556,2.2607003891050588,1.920016849612524,Overweight,1,452.0659999999998,1,0,1,1,0.0,1808.264,0.0,0.0,No History,No History,No History,No History,New,0.6886326194398682,2368.830215815486,0.7043357933579336,1711.5967151752768,1643.655101744186,1,0,2,S,1,Other,Female_Bottoms,Adult,Tall,Heavy,5.807560606060605,0.6030151515151374,-0.519696969696966,5.016666666666666
India,App,Under Armour,Footwear,Boots,Maroon,Rayon,11764.23,5,8527.213250000004,Female,33,157.1,67.2,27.228072791335315,Plus,90.6,71.2,94.2,2024,2,19,18,0,0,1,365.0,1.2724719101123594,0.7558386411889597,0.9617834394904458,2.337797619047619,1.6796778642050512,Overweight,1,588.2115000000013,1,1,1,3,1.0,11176.018499999998,0.0,0.0,No History,No History,No History,No History,New,0.7032374100719424,2776.533413669065,0.6825726141078838,4824.713633125864,4666.264557312253,1,0,-1,Other,1,Other,Female_Footwear,Adult,Short,Average,-7.523809523809518,-3.2714285714285722,-4.114285714285714,0.7928571428571445
India,Store,Forever 21,Outerwear,Jacket,Pink,Polyester,5200.54,20,4160.432,Male,40,176.3,84.8,27.282943752415,Athletic,103.3,84.1,97.7,2024,11,24,22,6,1,4,0.0,1.2282996432818074,0.8607983623336745,1.0573183213920163,2.0790094339622645,2.0158930486251045,Overweight,1,1040.1080000000002,1,1,6,6,1.0,6708.938666666666,1974.064775539716,-2548.506666666666,L,Slightly Loose,Outerwear,Forever 21,Expert,0.6994328922495274,2390.885741965973,0.6914893617021277,4119.835555673759,4004.5763104166663,2,0,4,XS,0,M_Athletic,Male_Outerwear,Adult,Tall,Heavy,7.222016949152533,8.774576271186433,8.025423728813564,3.4966101694915324
India,Web,Allen Solly,Tops,Polo,Blue,Rayon,1669.62,0,1669.62,Female,47,156.2,68.9,28.239510394926896,Inverted Triangle,91.5,71.8,95.0,2025,5,21,2,2,0,2,0.0,1.2743732590529249,0.7557894736842105,0.963157894736842,2.2670537010159646,1.6905508537592822,Overweight,1,0.0,0,0,2,3,1.0,1669.62,0.0,0.0,L,Too Large,Tops,Allen Solly,Beginner,0.7333333333333333,2509.4318096491224,0.6960877862595419,1051.7262104007634,1101.8847866242038,2,0,4,L,1,Other,Female_Tops,Middle,Short,Average,-11.367796610169506,-2.3898305084745743,-3.4796610169491515,0.7525423728813507
India,Store,FabIndia,Activewear,Tank,Grey,Polyester,1131.2,25,848.4000000000001,Female,40,155.9,60.4,24.851048002432435,Inverted Triangle,86.6,68.3,90.7,2025,8,13,19,2,0,3,0.0,1.267935578330893,0.75303197353914,0.9547960308710032,2.58112582781457,1.5963218422832188,Normal,1,282.79999999999995,1,0,3,3,1.0,848.4000000000001,0.0,0.0,S,Slightly Loose,Activewear,FabIndia,Beginner,0.7055555555555556,2134.0007064814813,0.7184846505551927,1831.609422273024,1754.9590066964286,3,1,2,S,1,Other,Female_Activewear,Adult,Short,Average,-8.577027027027015,-6.932432432432435,-6.108108108108112,-4.351351351351354
UK,Store,Puma,Accessories,Handbag,Black,Blends,2542.73,30,1779.9109999999998,Female,33,163.4,45.9,17.191294538187144,Inverted Triangle,79.9,63.8,85.7,2023,8,26,0,5,1,3,0.0,1.2523510971786835,0.7444574095682613,0.9323220536756126,3.559912854030501,1.4697533300598165,Underweight,1,762.8190000000002,1,0,5,7,1.0,1779.9109999999998,0.0,0.0,M,Too Large,Accessories,Puma,Regular,0.6792452830188679,2838.565890566038,0.7011739594450374,1425.4319487726789,1295.3241807909606,5,1,3,M,1,Other,Female_Accessories,Adult,Average,Light,-1.2763157894736707,-11.563157894736833,-9.476315789473688,-6.626315789473679
USA,Web,FabIndia,Footwear,Running Shoes,Yellow,Cotton,3339.31,25,2504.4825,Male,22,167.7,67.9,24.143690158583876,Plus,94.8,77.4,90.6,2025,4,16,5,2,0,2,365.0,1.2248062015503876,0.8543046357615895,1.0463576158940395,2.46980854197349,1.7688762387762895,Normal,1,834.8274999999999,1,0,1,1,1.0,2504.4825,0.0,0.0,No History,No History,No History,No History,New,0.7055555555555556,2134.0007064814813,0.6825726141078838,4824.713633125864,4563.35247639485,1,0,-1,Other,1,Other,Male_Footwear,Young,Average,Average,1.307547169811329,-1.1037735849056531,1.0471698113207708,-6.194339622641522
India,Web,Calvin Klein,Outerwear,Puffer,Grey,Rayon,9978.99,20,7983.192,Male,30,165.2,56.2,20.59283926153053,Plus,89.2,73.1,86.4,2024,8,29,7,3,0,3,0.0,1.2202462380300958,0.8460648148148147,1.0324074074074074,2.9395017793594302,1.6145873254547936,Normal,1,1995.798,1,1,4,6,1.0,6708.938666666666,1974.064775539716,1274.253333333334,XS,Too Small,Outerwear,Calvin Klein,Regular,0.7116357504215851,3198.191892074199,0.6914893617021277,4119.835555673759,4137.551006726458,4,1,1,XS,1,Other,Male_Outerwear,Young,Average,Light,-2.140740740740739,-4.625925925925927,-2.311111111111117,-7.205555555555549
UK,App,Under Armour,Tops,T-Shirt,White,Cotton,1608.57,25,1206.4275,Female,24,173.1,73.1,24.39625932923303,Plus,95.1,75.1,99.8,2024,2,22,2,3,0,1,365.0,1.266311584553928,0.75250501002004,0.9529058116232464,2.367989056087552,1.8676546913309415,Normal,1,402.1424999999999,1,0,1,1,1.0,1206.4275,0.0,0.0,No History,No History,No History,No History,New,0.7032374100719424,2776.533413669065,0.6960877862595419,1051.7262104007634,998.7868827683616,1,0,1,XS,1,Other,Female_Tops,Young,Tall,Average,5.284989999999993,2.448989999999995,0.8299999999999983,6.137999999999991
India,Web,Under Armour,Bottoms,Trousers,White,Leather,3373.51,0,3373.51,Male,34,172.4,68.4,23.013442003434523,Hourglass,96.0,78.5,92.2,2024,11,13,4,2,0,4,0.0,1.2229299363057324,0.851409978308026,1.0412147505422993,2.5204678362573096,1.81031721567564,Normal,1,0.0,0,1,2,3,1.0,3373.51,0.0,0.0,XS,Too Small,Bottoms,Under Armour,Beginner,0.7032374100719424,2776.533413669065,0.7043357933579336,1711.5967151752768,1694.2548805555557,2,0,1,XS,1,Other,Male_Bottoms,Adult,Tall,Average,7.336585365853665,2.519512195121962,3.5731707317073216,-1.2439024390243816
USA,Web,W,Activewear,Yoga Pants,Grey,Denim,3156.21,35,2051.5365,Male,33,183.0,95.4,28.486965869389948,Inverted Triangle,108.4,88.2,102.2,2025,8,2,21,5,1,3,365.0,1.2290249433106577,0.863013698630137,1.060665362035225,1.918238993710692,2.1774662031243506,Overweight,1,1104.6735,1,0,1,1,1.0,2051.5365,0.0,0.0,No History,No History,No History,No History,New,0.7166947723440135,2526.2054148397974,0.7184846505551927,1831.609422273024,1820.218927238806,1,0,3,M,1,Other,Male_Activewear,Adult,Very Tall,Very Heavy,14.460000000000008,13.596666666666678,12.13000000000001,7.393333333333345
India,Web,Calvin Klein,Activewear,Compression Tee,Blue,Denim,1567.96,35,1019.174,Female,37,161.0,60.1,23.185833879865744,Athletic,87.0,68.8,91.6,2024,10,3,3,3,0,4,0.0,1.2645348837209305,0.7510917030567685,0.9497816593886464,2.678868552412645,1.6305598127925545,Normal,1,548.786,1,0,5,5,1.0,1019.1740000000002,0.0,-1.1368683772161605e-13,M,Too Large,Activewear,Calvin Klein,Regular,0.7116357504215851,3198.191892074199,0.7184846505551927,1831.609422273024,1871.484834024896,5,1,3,M,1,F_Athletic,Female_Activewear,Adult,Average,Average,-3.265714285714296,-8.375728571428567,-7.5057142857142765,-3.181428571428569
Singapore,App,Levi's,Bottoms,Shorts,Beige,Denim,2501.1,30,1750.7699999999998,Male,26,175.2,75.0,24.43391505598299,Hourglass,99.3,81.0,94.8,2023,11,5,3,6,1,4,0.0,1.225925925925926,0.8544303797468354,1.0474683544303798,2.336,1.904713168803196,Normal,1,750.3300000000002,1,0,3,4,1.0,1750.7699999999998,0.0,0.0,XS,Too Small,Bottoms,Levi's,Beginner,0.7116666666666667,2290.782280833333,0.7043357933579336,1711.5967151752768,1700.053324808184,3,1,1,XS,1,Other,Male_Bottoms,Young,Tall,Average,4.761010526315772,3.7336526315789484,4.593684210526305,-1.8378947368421166
India,App,Allen Solly,Bottoms,Trousers,Yellow,Leather,1378.16,20,1102.528,Male,42,190.50100000000003,58.1,15.79244551255363,Rectangle,99.0,81.5,97.7,2025,2,28,5,4,0,1,365.0,1.2147239263803682,0.834186284544524,1.0133060388945752,3.345955249569708,1.842663226557133,Underweight,1,275.63200000000006,1,0,1,1,1.0,1102.528,0.0,0.0,No History,No History,No History,No History,New,0.7333333333333333,2509.4318096491224,0.7043357933579336,1711.5967151752768,1694.2548805555557,1,0,2,S,1,Other,Male_Bottoms,Middle,Very Tall,Light,23.38812857142861,5.518571428571434,6.7557142857142765,3.057142857142864
India,Store,Biba,Outerwear,Hoodie,White,Cotton,7263.85,40,4358.31,Male,16,162.1,79.0,30.0649898521145,Athletic,98.8,80.2,92.4,2024,11,12,21,1,0,4,365.0,1.2319201995012468,0.8679653679653679,1.0692640692640691,2.051898734177215,1.8405623044034545,Obese,1,2905.54,1,1,1,4,0.75,5072.519625,1428.4192499999997,-714.2096249999995,No History,No History,No History,No History,New,0.6886326194398682,2368.830215815486,0.6914893617021277,4119.835555673759,4156.847241935484,1,0,1,XS,1,M_Athletic,Male_Outerwear,Teen,Average,Heavy,-1.4171428571428635,5.174285714285702,5.655714285714282,-2.3699999999999903
